Item,Value,NAME,LC_1,AGG_NAME_1,LC_2,AGG_NAME_2,CLIMATE,OCS_CF_FactorLandUse,OCS_CF_FactorInput,OCS_CF_FactorManagement,Sources
6843,6843,11_153_7,Herbaceous cover,Cropland,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,1.86,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.58)
8287,8287,11_153_8,Herbaceous cover,Cropland,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,2.04,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.48)
12619,12619,11_153_9,Herbaceous cover,Cropland,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
11213,11213,11_160_1,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
14101,14101,11_160_10,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Warm_Temperate_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
1105,1105,11_160_2,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Boreal_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
2549,2549,11_160_3,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Boreal_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
3993,3993,11_160_4,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Cold_Temperate_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
5437,5437,11_160_5,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Cold_Temperate_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
9769,9769,11_160_6,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Tropical Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
6881,6881,11_160_7,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Tropical_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
8325,8325,11_160_8,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Tropical_Moist,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
12657,12657,11_160_9,Herbaceous cover,Cropland,"Tree cover, flooded, fresh or brakish water",Wetlands,Warm_Temperate_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
11251,11251,11_170_1,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
14139,14139,11_170_10,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Warm_Temperate_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
1143,1143,11_170_2,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Boreal_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
2587,2587,11_170_3,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Boreal_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
4031,4031,11_170_4,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Cold_Temperate_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
5475,5475,11_170_5,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Cold_Temperate_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
9807,9807,11_170_6,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Tropical Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
6919,6919,11_170_7,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Tropical_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
8363,8363,11_170_8,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Tropical_Moist,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
12695,12695,11_170_9,Herbaceous cover,Cropland,"Tree cover, flooded, saline water",Wetlands,Warm_Temperate_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
11289,11289,11_180_1,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
14177,14177,11_180_10,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Warm_Temperate_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
1181,1181,11_180_2,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Boreal_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
2625,2625,11_180_3,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Boreal_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
4069,4069,11_180_4,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Cold_Temperate_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
5513,5513,11_180_5,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Cold_Temperate_Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
9845,9845,11_180_6,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Tropical Wet,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
6957,6957,11_180_7,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Tropical_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
8401,8401,11_180_8,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Tropical_Moist,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
12733,12733,11_180_9,Herbaceous cover,Cropland,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Warm_Temperate_Dry,2.0,1,1,Conservative restoration estimate: capped at 2 x the previous SOC amount
11327,11327,11_190_1,Herbaceous cover,Cropland,Urban areas,Artificial areas,,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109416
14215,14215,11_190_10,Herbaceous cover,Cropland,Urban areas,Artificial areas,Warm_Temperate_Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109426
1219,1219,11_190_2,Herbaceous cover,Cropland,Urban areas,Artificial areas,Boreal_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109388
2663,2663,11_190_3,Herbaceous cover,Cropland,Urban areas,Artificial areas,Boreal_Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109388
4107,4107,11_190_4,Herbaceous cover,Cropland,Urban areas,Artificial areas,Cold_Temperate_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109391
5551,5551,11_190_5,Herbaceous cover,Cropland,Urban areas,Artificial areas,Cold_Temperate_Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109396
9883,9883,11_190_6,Herbaceous cover,Cropland,Urban areas,Artificial areas,Tropical Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109411
6995,6995,11_190_7,Herbaceous cover,Cropland,Urban areas,Artificial areas,Tropical_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109401
8439,8439,11_190_8,Herbaceous cover,Cropland,Urban areas,Artificial areas,Tropical_Moist,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109406
12771,12771,11_190_9,Herbaceous cover,Cropland,Urban areas,Artificial areas,Warm_Temperate_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109421
10263,10263,11_20_1,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,,1,1,1,No change 
13151,13151,11_20_10,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Warm_Temperate_Wet,1,1,1,No change 
155,155,11_20_2,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Boreal_Dry,1,1,1,No change 
1599,1599,11_20_3,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Boreal_Wet,1,1,1,No change 
3043,3043,11_20_4,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Cold_Temperate_Dry,1,1,1,No change 
4487,4487,11_20_5,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Cold_Temperate_Wet,1,1,1,No change 
8819,8819,11_20_6,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Tropical Wet,1,1,1,No change 
5931,5931,11_20_7,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Tropical_Dry,1,1,1,No change 
7375,7375,11_20_8,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Tropical_Moist,1,1,1,No change 
11707,11707,11_20_9,Herbaceous cover,Cropland,"Cropland, irrigated or post-flooding",Cropland,Warm_Temperate_Dry,1,1,1,No change 
11365,11365,11_200_1,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
14253,14253,11_200_10,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Warm_Temperate_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
1257,1257,11_200_2,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Boreal_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
2701,2701,11_200_3,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Boreal_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
4145,4145,11_200_4,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Cold_Temperate_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
5589,5589,11_200_5,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Cold_Temperate_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
9921,9921,11_200_6,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Tropical Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
7033,7033,11_200_7,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Tropical_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
8477,8477,11_200_8,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Tropical_Moist,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
12809,12809,11_200_9,Herbaceous cover,Cropland,Bare areas,Bare land and other areas,Warm_Temperate_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
11403,11403,11_201_1,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
14291,14291,11_201_10,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Warm_Temperate_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
1295,1295,11_201_2,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Boreal_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
2739,2739,11_201_3,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Boreal_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
4183,4183,11_201_4,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Cold_Temperate_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
5627,5627,11_201_5,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Cold_Temperate_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
9959,9959,11_201_6,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Tropical Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
7071,7071,11_201_7,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Tropical_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
8515,8515,11_201_8,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Tropical_Moist,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
12847,12847,11_201_9,Herbaceous cover,Cropland,Consolidated bare areas,Bare land and other areas,Warm_Temperate_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
11441,11441,11_202_1,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
14329,14329,11_202_10,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Warm_Temperate_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
1333,1333,11_202_2,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Boreal_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
2777,2777,11_202_3,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Boreal_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
4221,4221,11_202_4,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Cold_Temperate_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
5665,5665,11_202_5,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Cold_Temperate_Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
9997,9997,11_202_6,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Tropical Wet,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
7109,7109,11_202_7,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Tropical_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
8553,8553,11_202_8,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Tropical_Moist,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
12885,12885,11_202_9,Herbaceous cover,Cropland,Unconsolidated bare areas,Bare land and other areas,Warm_Temperate_Dry,0.1,1,1,Catastrophic loss of SOC due to loss of all vegetation inputs and subsequent erosion vulnerability
11479,11479,11_210_1,Herbaceous cover,Cropland,Water bodies,Water bodies,,1,1,1,No change 
14367,14367,11_210_10,Herbaceous cover,Cropland,Water bodies,Water bodies,Warm_Temperate_Wet,1,1,1,No change 
1371,1371,11_210_2,Herbaceous cover,Cropland,Water bodies,Water bodies,Boreal_Dry,1,1,1,No change 
2815,2815,11_210_3,Herbaceous cover,Cropland,Water bodies,Water bodies,Boreal_Wet,1,1,1,No change 
4259,4259,11_210_4,Herbaceous cover,Cropland,Water bodies,Water bodies,Cold_Temperate_Dry,1,1,1,No change 
5703,5703,11_210_5,Herbaceous cover,Cropland,Water bodies,Water bodies,Cold_Temperate_Wet,1,1,1,No change 
10035,10035,11_210_6,Herbaceous cover,Cropland,Water bodies,Water bodies,Tropical Wet,1,1,1,No change 
7147,7147,11_210_7,Herbaceous cover,Cropland,Water bodies,Water bodies,Tropical_Dry,1,1,1,No change 
8591,8591,11_210_8,Herbaceous cover,Cropland,Water bodies,Water bodies,Tropical_Moist,1,1,1,No change 
12923,12923,11_210_9,Herbaceous cover,Cropland,Water bodies,Water bodies,Warm_Temperate_Dry,1,1,1,No change 
11517,11517,11_220_1,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,,1,1,1,No change 
14405,14405,11_220_10,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Warm_Temperate_Wet,1,1,1,No change 
1409,1409,11_220_2,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Boreal_Dry,1,1,1,No change
2853,2853,11_220_3,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Boreal_Wet,1,1,1,No change 
4297,4297,11_220_4,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Cold_Temperate_Dry,1,1,1,No change 
5741,5741,11_220_5,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Cold_Temperate_Wet,1,1,1,No change
10073,10073,11_220_6,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Tropical Wet,1,1,1,No change 
7185,7185,11_220_7,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Tropical_Dry,1,1,1,No change 
8629,8629,11_220_8,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Tropical_Moist,1,1,1,No change 
12961,12961,11_220_9,Herbaceous cover,Cropland,Permanent snow and ice,Bare land and other areas,Warm_Temperate_Dry,1,1,1,No change 
10301,10301,11_30_1,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,,1,1,1,No change 
13189,13189,11_30_10,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Warm_Temperate_Wet,1,1,1,No change 
193,193,11_30_2,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Boreal_Dry,1,1,1,No change 
1637,1637,11_30_3,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Boreal_Wet,1,1,1,No change 
3081,3081,11_30_4,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Cold_Temperate_Dry,1,1,1,No change 
4525,4525,11_30_5,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Cold_Temperate_Wet,1,1,1,No change 
8857,8857,11_30_6,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Tropical Wet,1,1,1,No change 
5969,5969,11_30_7,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Tropical_Dry,1,1,1,No change 
7413,7413,11_30_8,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Tropical_Moist,1,1,1,No change 
11745,11745,11_30_9,Herbaceous cover,Cropland,"Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",Cropland,Warm_Temperate_Dry,1,1,1,No change 
10339,10339,11_40_1,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
13227,13227,11_40_10,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
231,231,11_40_2,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
1675,1675,11_40_3,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
3119,3119,11_40_4,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
4563,4563,11_40_5,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
8895,8895,11_40_6,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,2.04,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.48)
6007,6007,11_40_7,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,1.86,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.58)
7451,7451,11_40_8,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,2.04,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.48)
11783,11783,11_40_9,Herbaceous cover,Cropland,"Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)","Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
10377,10377,11_50_1,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
13265,13265,11_50_10,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Warm_Temperate_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
269,269,11_50_2,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Boreal_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
1713,1713,11_50_3,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Boreal_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
3157,3157,11_50_4,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Cold_Temperate_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
4601,4601,11_50_5,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Cold_Temperate_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
8933,8933,11_50_6,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Tropical Wet,2.04,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.48)
6045,6045,11_50_7,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Tropical_Dry,1.86,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.58)
7489,7489,11_50_8,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Tropical_Moist,2.04,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.48)
11821,11821,11_50_9,Herbaceous cover,Cropland,"Tree cover, broadleaved, evergreen, closed to open (>15%)",Forest,Warm_Temperate_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
10415,10415,11_60_1,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
13303,13303,11_60_10,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,Warm_Temperate_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
307,307,11_60_2,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,Boreal_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
1751,1751,11_60_3,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,Boreal_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
3195,3195,11_60_4,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,Cold_Temperate_Dry,1.63,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.8)
4639,4639,11_60_5,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,Cold_Temperate_Wet,1.72,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.69)
8971,8971,11_60_6,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,Tropical Wet,2.04,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.48)
6083,6083,11_60_7,Herbaceous cover,Cropland,"Tree cover, broadleaved, deciduous, closed to open (>15%)",Forest,Tropical_Dry,1.86,1,1,Conservative restoration estimate: one half the inverse of the opposite conversion - here 1+1/2*(1/0.58)
